,created_at,text,coordinates
165,2013-12-21 00:47:20+00:00,I'm a hungry lil bear 😂 #onlyincolorado #urbanoutfitters #boulder @ Urban Outfitters http://t.co/m1Coxl3hfn,"[-105.283013, 40.017154]"
166,2013-12-20 14:42:32+00:00,Introducing mince pies to Colorado #boulder #hohoho #happyholidays http://t.co/bQA8ArSCr4,"[-105.24929981, 40.01598195]"
167,2013-12-21 13:03:50+00:00,"POWDER ALERT: 8"" in 48 hours @SkiPowderhorn in Mesa, @Colorado #GJCO #COwx","[-108.4411763, 39.0870812]"
168,2013-12-21 13:05:06+00:00,"@9NEWSWeather Cold, Fog &amp; Frost cover the @DENAirport that makes for an interesting day. #9wx #cowx","[-104.67009754, 39.85817368]"
169,2013-12-21 03:57:35+00:00,Route observation for 'Malaysia Open' category #PJInternationalFair #boulder #competition… http://t.co/Z7VymYMpjW,"[101.64505184, 3.09913739]"
170,2013-12-21 03:14:55+00:00,Hookah house #boulder. YES,"[-105.2766757, 40.0101166]"
171,2013-12-21 00:08:39+00:00,The #CowboyNation shining bright on the Flatirons in #Boulder CO. #GoCowboys http://t.co/UsACt0JSug,"[-105.259062, 40.012043]"
172,2013-12-20 20:07:08+00:00,Linda fucking up at night time events eating shit on the way home #bandaids #boulder http://t.co/FnHDWq8RKq,"[-104.88826767, 39.59019966]"
173,2013-12-20 20:01:41+00:00,It's safe to say that everyone fucked up at their night time event last night #boulder,"[-104.88828879, 39.59021597]"
174,2013-12-21 06:49:21+00:00,https://t.co/iywG9JaVrb #skateboarding #boulder #colorado #kewlrail #grind #5050bc5OIsLame,"[-104.979575, 39.6329409]"
175,2013-12-20 22:49:18+00:00,RT @alfalfasmarket: Free beer tasting with the folks from @upslope in our cellar tonight between 5 and 7pm! #boulder,"[-121.92931039, 37.36948548]"
176,2013-12-19 20:27:08+00:00,"I'm sick of the rest of the country getting snow. We'll take it, we can handle it. #cowx","[-105.01638843, 39.75389799]"
177,2013-12-19 17:26:05+00:00,It's our 1st #WarehouseSale #boulder #colorado #cycling #cyclocross #triathlon #holidaygift #denver @… http://t.co/qIIbcs71dW,"[-105.12950974, 39.99993479]"
178,2013-12-19 23:35:17+00:00,Climbersss! Let's gather this weekend! ;) #international #boulder #competition #petalingjaya #Malaysia… http://t.co/hEBjLjxsvt,"[101.64356406, 3.10272669]"
179,2013-12-20 05:31:04+00:00,Love it here RT @daveharpe: Full #moon setting behind the Rocky Mountains at sunrise #colorado #cowx #denver http://t.co/nUm29uP6mN,"[-105.0488508, 39.73271153]"
180,2013-12-19 03:57:01+00:00,Who's diggin this shirt design?? #boulder #incredibowl #mmj #Incredibowl_Army #Cuts http://t.co/cZT66JaNem,"[-105.26999357, 40.01659385]"
181,2013-12-19 18:15:19+00:00,"Winner of the most direct bumper sticker award goes to the minivan in front of me: ""THE SYSTEM'S FUCKED."" #Boulder","[-105.25777717, 40.02867497]"
182,2013-12-20 04:18:57+00:00,"Something is going down in the neighborhood. #boulder #police #ambulance @ Sd3labs, LLC http://t.co/dfAHn6Y2Tx","[-105.259445, 40.039375]"
183,2013-12-19 08:10:39+00:00,#boulder (@ The Attic Bar And Bistro - @theatticbarco) http://t.co/obxudh8P7B,"[-105.28239647, 40.01651472]"
184,2013-12-19 22:13:50+00:00,Passed by this tribute to Claire Davis today. And it just keeps growing #prayforclaire #coloradostrong… http://t.co/ulLKOr6Kue,"[-104.96398114, 39.58144542]"
185,2013-12-20 03:12:34+00:00,Light snow falling in Broomfield. @KDVR @channel2kwgn #cowx #snow @verified http://t.co/2f7JXdFkpA,"[-105.0690453, 39.8951294]"
186,2013-12-19 14:26:52+00:00,Yesterday's high temp in #Boulder was 67F. Enjoyed that!,"[-105.28049752, 40.04150065]"
187,2013-12-19 21:44:31+00:00,@theglitchmob just saw the dates for #LoveDeathImmortality tour... Didn't see #denver or #boulder on there. Hoping that's subject to change!,"[-105.27005194, 40.00762136]"
188,2013-12-19 17:44:16+00:00,May every sunrise hold more promise. And every sunset hold more peace. #blessing #ColoradoStrong #beautifulsunrise http://t.co/G2C4nQ2vmZ,"[-104.73230393, 39.5789881]"
189,2013-12-20 04:57:29+00:00,#boulder #colorado #mountain and #skyscape #cloudporn of the day! @ Lucky's Market http://t.co/EgH4Cm5RHl,"[-105.28110643, 40.04759137]"
190,2013-12-20 01:19:31+00:00,It is reeeal nice to be home Few wobbly pops with @ChadTutton12 @chenko42 #pooter #CDot  Hopefully see my good buddy @Jmichaud1991 for a pop,"[-78.79560458, 43.91824775]"
191,2013-12-19 22:40:52+00:00,Ready to go! Who's on the drums? ;-) #dj #party #niwot #boulder #fortcollins #colorado #kids #birthday… http://t.co/sx8yxDrMPC,"[-105.16799493, 40.1010209]"
192,2013-12-19 05:04:05+00:00,"High of 68* today, possibility of snow tomorrow....oh, Colorado! #COWX #bipolar #missingcali","[-104.98298449, 39.72588266]"
193,2013-12-19 00:16:06+00:00,Flat irons@ dusk #boulder @ Pleasant View Sports Complex http://t.co/NLzrdmECSU,"[-105.24674892, 40.04235135]"
194,2013-12-20 04:24:53+00:00,"Even though my card got compromised at @Target, Ashley at the #boulder @wellsfargo got it handled and then some.","[-105.26026169, 40.03737524]"
195,2013-12-19 19:33:08+00:00,#NetApp #Insight #OnTap #cDOT #lekkerlaar http://t.co/szhCamXFDS,"[6.89008789, 52.20726411]"
196,2013-12-20 01:43:45+00:00,S/O 2 @onedirection on being classy &amp; taking the time 2 reach out 2 a fan in need. #coloradostrong #PrayForClaire @NiallOfficial,"[-105.15301577, 39.96458256]"
197,2013-12-18 23:45:13+00:00,"My mom was surprised it smelled like weed on the 3rd floor and I was like ""oh it always smells like that here,it's awesome"" #Boulder #finals","[-104.8129507, 39.6089863]"
198,2013-12-19 00:29:29+00:00,#boulder #colorado #dusk #skyscape of the day! @ Holiday NOBO Neighborhood http://t.co/FX0lUsitGu,"[-105.2721456, 40.05706955]"
199,2013-12-20 02:33:01+00:00,Quit crying ho!!! Actin like a ho and shit ahahah!!! #boulder,"[-105.257612, 40.0033003]"
200,2013-12-19 07:26:50+00:00,#boulder (@ Sundown Saloon) http://t.co/q20Jm9cf2C,"[-105.28029309, 40.01769821]"
201,2013-12-19 04:54:47+00:00,Preparation #PJInternationalFair #boulder #climb #competition #routesetting @ Menara MBPJ (MBPJ Tower) http://t.co/t1zRAygTGo,"[101.64505184, 3.09913739]"
202,2013-12-19 02:35:29+00:00,"Lyons. 20,000 volunteer hours later, we're moving from disaster response 2 longterm recovery tonight. #coleg #coflood http://t.co/PYR0S9jaDO","[-105.1098569, 40.2045942]"
203,2013-12-18 21:43:50+00:00,"We'll be on fire and lookin fly in #Boulder this weekend at the @fireflyhandmade Holiday Market. Sat &amp; Sun, 10-5, 1600 Pearl St Boulder","[-104.91267296, 39.72627477]"
204,2013-12-18 00:34:06+00:00,Someone just lit the trash can on fire #productive #boulder,"[-105.27157763, 40.00630009]"
205,2013-12-17 22:01:45+00:00,“@DesHartsock: RT: Please help spread the word to #get1Dtoclaire #ColoradoStrong http://t.co/z0djsjzY3P”” #get1Dtoclaire,"[-104.78912963, 39.52249146]"
206,2013-12-18 21:33:36+00:00,My massive dining hall lunch #C4C #CU #Boulder @ Center For Community (C4C) http://t.co/o1QRucZ1vS,"[-105.26537418, 40.00454158]"
207,2013-12-18 14:49:05+00:00,Good morning from @DENAirport! #cowx http://t.co/5ZOXAqF7l2,"[-104.67535281, 39.86305854]"
208,2013-12-18 13:37:29+00:00,Perhaps I should take warning? #COwx http://t.co/lHdXAd4AvO,"[-105.05260254, 39.9511384]"
209,2013-12-18 02:37:33+00:00,"Hiking up for a view of the Rockies, at Pastures of Plenty Farm #latergram #Boulder #chefsummit14 @… http://t.co/zR3i9V0qnL","[-105.260411, 40.12436]"
210,2013-12-18 15:41:51+00:00,All of the words on this page #boulder #hugs @ kbs+p http://t.co/gaIpF1wgQR,"[-74.00566578, 40.72664084]"
211,2013-12-18 13:31:33+00:00,Absolutely gorgeous start to the sunrise! #cowx,"[-104.78667833, 39.79630731]"
212,2013-12-18 14:17:16+00:00,#boulder #colorado #sunrise pict of the day! @ Holiday NOBO Neighborhood http://t.co/HigYt0abWf,"[-105.2721456, 40.05706955]"
213,2013-12-18 22:29:16+00:00,#arapahoestrong #coloradostrong http://t.co/5N7yhtTGOE,"[-104.87729503, 39.63052447]"
214,2013-12-18 20:58:04+00:00,#Denver has broken the record high for the date of 66° (from 1979) with its most recent observation of 67°. #COwx #weather #climate,"[-104.97759822, 39.7264221]"
215,2013-12-18 20:12:58+00:00,#JustGetOutThere #PushUps #Boulder #Colorado #boulderfitness #exercise #fitness #flexibility @ Out There http://t.co/6nubTR34zi,"[-105.28160758, 40.01649815]"
216,2013-12-18 20:14:39+00:00,#JustGetOutThere #TheKneeUp #Boulder #Colorado #boulderfitness #exercise #fitness #flexibility @ Out… http://t.co/FpSUi4GHEJ,"[-105.28160758, 40.01649815]"
217,2013-12-18 03:32:42+00:00,Moon over #Boulder @ Cats Gymnastics http://t.co/8DMoMbPSeb,"[-105.25158001, 40.02573005]"
218,2013-12-18 15:53:01+00:00,Pearl Street decorations #boulder @ Pearl Street Mall http://t.co/ynVGJJkfoZ,"[-105.27828119, 40.01817355]"
219,2013-12-18 22:09:37+00:00,"""#myfavoritethingaboutcolorado is we all come together in times of need #PrayForClaire #ColoradoStrong""","[-104.83397119, 39.04058851]"
220,2013-12-18 22:47:26+00:00,83° swing in #Denver from Dec 5th's record lo of -15° to today's record hi of 68°! (via @NWSBoulder) #COwx #weather http://t.co/uyqf5JAeOk,"[-104.98489771, 39.73181981]"
221,2013-12-18 05:32:55+00:00,#get1Dtoclaire #prayforclaire @prayforclaired @onedirection #ColoradoStrong 🙌,"[-104.73002811, 38.87093019]"
222,2013-12-18 17:09:23+00:00,"Choose a hotel in #Boulder, #Colorado here! http://t.co/xd7VPl1J32","[-105.263889, 40.005556]"
223,2013-12-18 15:02:04+00:00,"@RngrAndrew Dang. Now, after enduring an ugly sunrise, I have to deal with a 5 mph gale force breeze during my run. #COwx is pretty sweet.","[-104.92826426, 39.73014589]"
224,2013-12-18 21:21:19+00:00,Look who I caught in downtown #Boulder wearing a #dmckdesigns scarf! Way to accessorize during our… http://t.co/llmP5DNycV,"[-105.27828119, 40.01817355]"
225,2013-12-18 20:13:52+00:00,#JustGetOutThere #groundtouch #Boulder #Colorado #boulderfitness #exercise #fitness #flexibility @ Out… http://t.co/8ksVwKhAfn,"[-105.28160758, 40.01649815]"
226,2013-12-17 23:56:56+00:00,Christmas in #boulder ... #flagstaffstar + #boulderado tree &amp; gingerbread house @ Hotel Boulderado http://t.co/YJzOUL14ad,"[-105.27948718, 40.01943758]"
227,2013-12-18 23:17:23+00:00,Guess im have to lift at lifetime after work #boulder #shoulders #swoldier,"[-93.1918106, 45.1202825]"
228,2013-12-18 02:39:07+00:00,Plenty of #herbs and #succulents at...well Pastures of Plenty! #latergram #Boulder #chefsummit14 @… http://t.co/g0ueJWxfbk,"[-105.260411, 40.12436]"
229,2013-12-18 20:27:48+00:00,"See what people are saying about #Boulder, #Colorado here! http://t.co/GBjTRcNMqz","[-105.27038, 40.01506]"
230,2013-12-16 17:18:09+00:00,"#flatirons in full sun now. First #Boulder host committee meeting soon, prepping for #chefsummit14 @… http://t.co/aXI60fbG7l","[-105.27948718, 40.01943758]"
231,2013-12-16 20:49:37+00:00,"@toriomalley16 bruh,  didnt you get enough rain in September? #BoulderFlood #NeverForget","[-105.2530407, 40.0007169]"
232,2013-12-17 12:42:18+00:00,in college when it snows I'm just not going to class fuck snow days #boulder,"[-73.62831694, 40.79065944]"
233,2013-12-16 17:56:43+00:00,"Oh OK I will write about #boulder's new spa, if I HAVE to. (@ The Dragontree Spa) http://t.co/dgCwuRTKPh","[-105.2752005, 40.01884364]"
234,2013-12-16 23:06:05+00:00,"#get1Dtoclaire because just imagine if this did happen, it would all be because of us #WeHaveThePower #ColoradoStrong @NiallOfficial","[-104.74274875, 39.5122251]"
235,2013-12-17 18:17:54+00:00,“: RT: Please help spread the word to #get1Dtoclaire #ColoradoStrong http://t.co/4DHuYW9IAj””,"[-95.72253594, 30.38772395]"
236,2013-12-16 23:36:18+00:00,"Why is this a reality? There should never have to be another ""again"". #PrayForClaire #get1Dtoclaire #ColoradoStrong http://t.co/DTid8AHnXo","[-104.95794708, 39.66107366]"
237,2013-12-16 15:11:33+00:00,"Haven't stopped thinking about any of you, warriors. #PrayForClaire #PrayForArapahoe #ColoradoStrong #get1DtocClaire","[-104.93988752, 39.53140666]"
238,2013-12-16 23:18:45+00:00,"#Boulder ladies, I need suggestions for a good #hair salon! Looking to get a cut and color!","[-105.16378789, 39.95893632]"
239,2013-12-16 13:47:37+00:00,Good morning from #boulder #colorado. Scoping out the sights for our 2014 Sustainable Food Summit!… http://t.co/M29jMMQ6D9,"[-105.27948718, 40.01943758]"
240,2013-12-17 06:14:09+00:00,"Forgot to tweet today! Glad I remembered! Stay strong Warriors, we'll get them to her! #get1Dtoclaire @prayforclaired #ColoradoStrong","[-104.92706896, 39.70790835]"
241,2013-12-17 03:19:35+00:00,Moon rising on a cold winter night #GJCO #COwx @ Powderhorn Mountain Resort http://t.co/AYv6gQyrNL,"[-108.15913439, 39.06952951]"
242,2013-12-16 08:27:53+00:00,#boulder #shoulders http://t.co/OPOx0PqK81,"[-91.53908454, 41.65927377]"
243,2013-12-16 13:26:10+00:00,Didn't even know this was coming!! “@Boulder_Buzz: Dec17 Sleeping Beauty Bolshoi Ballet; Dairy Center http://t.co/CFdD0cUjoQ #Boulder #CO”,"[-105.27236526, 40.00574535]"
244,2013-12-17 00:04:50+00:00,I love Christmas in #Boulder @OnlyInBoulder http://t.co/WWYW4gxVbQ,"[-105.26566766, 40.01354969]"
245,2013-12-16 22:00:21+00:00,It's Monday. Do u know what that means? Homemade paella tonight for only $12.00 http://t.co/xODS0Qntq3 #food #dinner #Boulder,"[-105.2601836, 40.0315912]"
246,2013-12-16 16:51:29+00:00,The way people come together in Colorado is amazing. #ColoradoStrong,"[-104.96280598, 39.58777485]"
247,2013-12-16 23:25:43+00:00,#PrayForClaire #get1Dtoclaire #WarriorStrong #ColoradoStrong http://t.co/7wt4aLC7fN,"[-104.9579513, 39.6610848]"
248,2013-12-16 21:50:48+00:00,I'll be in the athletic office until 3:30 taking shirt orders for Claire! Come and support! #support4Claire #ColoradoStrong,"[-104.96578372, 39.52319159]"
249,2013-12-17 14:17:19+00:00,#boulder #colorado #sunrise  and #cloudporn pict of the day! @ Holiday NOBO Neighborhood http://t.co/K9Ie04jdX4,"[-105.2721456, 40.05706955]"
250,2013-12-17 04:06:37+00:00,#ColoradoStrong,"[-105.0298468, 39.8183749]"
251,2013-12-17 19:19:14+00:00,HR is an incredible support system. #get1DtocClaire #ColoradoStrong,"[-104.95774744, 39.53228222]"
252,2013-12-17 05:39:11+00:00,Bicisenda neuquina #bikelife #bmx #biker #boulder #giant #instapic #neuquen #patagonia #argentina @… http://t.co/ZvlrgAldaS,"[-68.05954939, -38.94345849]"
253,2013-12-16 17:37:54+00:00,We have handed out over 200 order forms! Keep it up Vista!! Get your shirt to support Claire! 💛💛 #get1Dtoclaire #ColoradoStrong,"[-104.96612435, 39.5230008]"
254,2013-12-17 04:46:26+00:00,Everyone please spread the word. #get1Dtoclaire #PrayForClaire #Coloradostrong @onedirection,"[-105.09327456, 40.5720623]"
255,2013-12-15 22:33:49+00:00,Can anyone in #Boulder let me know if it's windy or not?,"[-105.25988529, 40.01067608]"
256,2013-12-15 22:51:35+00:00,#get1Dtoclaire #ColoradoStrong,"[-104.87967655, 39.61663464]"
257,2013-12-16 00:26:12+00:00,#get1Dtoclaire #ColoradoStrong 💛💫,"[-105.10319467, 39.85457428]"
258,2013-12-15 22:30:07+00:00,#ColoradoStrong #Warriors #get1Dtoclaire,"[-104.66608394, 39.8581859]"
259,2013-12-15 22:38:51+00:00,Everybody wear black trow for Claire! #ColoradoStrong #get1Dtoclaire,"[-104.75513027, 39.5866146]"
260,2013-12-16 03:24:41+00:00,I can't wait for Claire to wake up and see the support she has received from our community 💛 #ColoradoStrong #PrayForClaire #get1Dtoclaire,"[-104.9292263, 39.52893875]"
261,2013-12-16 05:56:56+00:00,Wear black and good tomorrow in support for Arapahoe HS!!!! #PrayForClaire #ColoradoStrong #PrayersForArapahoe 💛⚫️💛⚫️💛⚫️💛⚫️💛⚫️💛⚫️💛⚫️💛,"[-104.78179268, 39.60518011]"
262,2013-12-15 19:09:26+00:00,#get1Dtoclaire #ColoradoStrong,"[-105.08809215, 40.56034579]"
263,2013-12-15 21:56:10+00:00,#get1Dtoclaire #ArapahoeStong #ColoradoStrong,"[-104.76699235, 39.61151516]"
264,2013-12-15 19:55:04+00:00,"145 hours until I land back in Denver. So close to being backing in boulder, on break, being with family, and being with you #boulder","[-82.51938389, 40.07325769]"
265,2013-12-15 20:05:00+00:00,@onedirection #get1Dtoclaire #1Dtoclaire #arapahoestrong #ColoradoStrong #keepfightingclaire #PrayForClaire,"[-104.89612469, 39.48853958]"
266,2013-12-16 05:53:26+00:00,It's amazing how a community comes together at such a time of tragedy #PrayForClaire #ColoradoStrong #get1Dtoclaire http://t.co/3xnEE1blIj,"[-104.94347708, 39.51948553]"
267,2013-12-15 20:17:20+00:00,Leaving Boulder? Avoid 36 at all cost! Traffic is incredibly bad. #boulder #traffic #Denver,"[-105.22409189, 39.98164758]"
268,2013-12-16 01:05:50+00:00,#get1DtocClaire #PrayForClaire #ColoradoStrong 💙❤️💛,"[-104.93784982, 39.53221336]"
269,2013-12-15 22:56:15+00:00,“@mayleendean: Different schools same love #ColoradoStrong #get1Dtoclaire #PrayForArapahoe”,"[-104.8222319, 39.5264403]"
270,2013-12-15 22:37:53+00:00,#get1DtoClaire #PrayForClaire #ColoradoStrong #bring1DtoClaire,"[-104.89833051, 39.38576297]"
271,2013-12-16 04:46:47+00:00,Another great film and Q&amp;A at the Bo today. Love @DairyArts @bouldercolorado #Boulder #cinema,"[-105.24939177, 40.01602594]"
272,2013-12-16 05:22:28+00:00,#boulderflood had this in my drafts. Oops-  it's a little late but it is still a good flood shot. http://t.co/YeacvNY8BM,"[-105.1136126, 40.19910121]"
273,2013-12-15 22:35:41+00:00,"In the the last like 2 years,there has been fires, a movie theater shooting, a HS shooting, flooding,and Jessica ridgeway #ColoradoStrong","[-104.80344725, 38.89354738]"
274,2013-12-15 20:13:38+00:00,#USA #lunch #CO #Boulder @ Pizzeria Da Lupo http://t.co/0M6e1K38TI,"[-105.25974651, 40.01491848]"
275,2013-12-16 05:23:46+00:00,I am praying that anyone affected by the Arapahoe shooting has a better week 💞 #ColoradoStrong,"[-104.87858394, 40.56351197]"
276,2013-12-16 05:44:06+00:00,I love it how close our Colorado community really is. Wouldn't want to live anywhere else #get1Dtoclaire #ColoradoStrong #strength,"[-105.05077078, 39.62975437]"
277,2013-12-15 21:29:58+00:00,#get1Dtoclaire #ColoradoStrong,"[-95.25897947, 38.95334086]"
278,2013-12-16 05:20:45+00:00,Keep fighting Claire were all praying for you🙏 #ArapahoeStrong #ColoradoStrong #PrayForClaire #get1Dtoclaire,"[-104.95800923, 39.52005205]"
279,2013-12-15 20:35:17+00:00,#get1Dtoclaire ... Please spread the word! #PrayForClaire #coloradostrong,"[-84.28892054, 33.82440737]"
280,2013-12-16 00:01:41+00:00,This is why Colorado is the best state. #1DtoClaire #beststate #PrayForClaire #ColoradoStrong,"[-104.90414764, 39.46698019]"
281,2013-12-14 19:27:47+00:00,Showing my cousin @courtneysmiller the best of #boulder with rissarhodes @ Chautauqua Trail http://t.co/XlPaaQBP03,"[-105.28283087, 39.99884564]"
282,2013-12-14 05:41:27+00:00,"My heart goes out to CO tonight, especially those in the Littleton/Centennial areas #ColoradoStrong ❤️🗻❤️","[-81.39881538, 41.43399516]"
